# Directed Node Graph 
# Autonomous systems (graph is undirected, each edge is saved twice)
# Nodes: 6474    Edges: 26467
# SrcNId	DstNId
701	11123
701	11128
701	11132
701	11137
701	11144
701	11151
701	11152
701	11154
701	11155
701	11159
701	11160
701	11163
701	11171
701	11174
701	11176
701	11178
701	11189
701	11191
701	11192
701	11195
701	11202
701	11204
701	11210
701	11211
701	11212
701	11213
701	11214
701	11217
701	11220
701	11225
701	11226
701	11232
701	11233
701	11234
701	11238
701	11239
701	11240
701	11241
701	11244
701	11246
701	11250
701	11255
701	11259
701	11272
701	11286
701	11298
701	11299
701	11300
701	11305
701	11319
701	11320
701	11324
701	11329
701	11346
701	11349
701	11350
701	11354
701	11355
701	11364
701	11368
701	11369
701	11376
701	11377
701	11388
701	11389
701	11393
701	11395
701	11400
701	11407
701	11409
701	11412
701	11413
701	11418
701	11427
701	11429
701	11435
701	11437
701	11438
701	11439
701	11443
701	11449
701	11454
701	11456
701	11462
701	11466
701	11471
701	11472
701	11473
701	11474
701	11486
701	11487
701	11494
701	11496
701	11504
701	11507
701	11509
701	11513
701	11515
701	11527
701	11528
701	11533
701	11538
701	11541
701	11542
701	11548
701	11550
701	11552
701	11554
701	11561
701	11570
701	11573
701	11574
701	11578
701	11584
701	11587
701	11588
701	11590
701	11591
701	11595
701	11598
701	11601
701	11603
701	11605
701	11606
701	11609
701	11610
701	11612
701	11613
701	11614
701	11616
701	11624
701	11626
701	11627
701	11628
701	11632
701	11633
701	11634
701	11635
701	11636
701	11640
701	11641
701	11643
701	11648
701	11649
701	11652
701	11653
701	11655
701	11657
701	11658
701	11661
701	11664
701	11667
701	11676
701	11690
701	11691
701	11702
701	11718
701	11723
701	11728
701	11729
701	11733
701	11734
701	11737
701	11739
701	11743
701	11746
701	11748
701	11749
701	11754
701	11755
701	11759
701	11760
701	11764
701	11765
701	11768
701	11774
701	11775
701	11778
701	11779
701	11781
701	11784
701	11789
701	11790
701	11791
701	11795
701	11797
701	11798
701	11810
701	11813
701	11822
701	11823
701	11826
701	11829
701	11831
701	11836
701	11839
701	11840
701	11847
701	11849
701	11850
701	11852
701	11853
701	11854
701	11855
701	11866
701	11875
701	11877
701	11881
701	11889
701	11890
701	11891
701	11892
701	11897
701	11900
701	11908
701	11910
701	11911
701	11927
701	11928
701	11929
701	11930
701	11935
701	11939
701	11943
701	11952
701	11953
701	11959
701	11964
701	11971
701	11972
701	11977
701	11979
701	11981
701	11982
701	11991
701	11992
701	11994
701	11996
701	12010
701	12018
701	12023
701	12024
701	12025
701	12027
701	12028
701	12041
701	12045
701	12049
701	12053
701	12054
701	12055
701	12056
701	12060
701	12062
701	12069
701	12076
701	12077
701	12079
701	12084
701	12087
701	12096
701	12097
701	12099
701	12100
701	12114
701	12117
701	12122
701	12127
701	12128
701	12142
701	12144
701	12151
701	12156
701	12160
701	12164
701	12178
701	12179
701	12180
701	12184
701	12194
701	12195
701	12196
701	12197
701	12199
701	12201
701	12202
701	12218
701	12221
701	12223
701	12225
701	12228
701	12237
701	12238
701	12242
701	12246
701	12251
701	12261
701	12269
701	12271
701	12274
701	12275
701	12287
701	12328
701	12491
701	12497
701	13312
701	13321
701	13322
701	13323
701	13326
701	13330
701	13335
701	13339
701	13360
701	13363
701	13368
701	13371
701	13372
701	13375
701	13378
701	13379
701	13380
701	13382
701	13386
701	13393
701	13399
701	13404
701	13413
701	13417
701	13419
701	13425
701	13426
701	13432
701	13434
701	13435
701	13443
701	13444
701	13445
701	13449
701	13451
701	13454
701	13455
701	13456
701	13457
701	13461
701	13462
701	13463
701	13471
701	13472
701	13490
701	13494
701	13496
701	13500
701	13511
701	13512
701	13516
701	13517
701	13532
701	13534
701	13537
701	13539
701	13541
701	13543
701	13545
701	13547
701	13567
701	13568
701	13570
701	13576
701	13583
701	13586
701	13588
701	13593
701	13595
701	13596
701	13599
701	13601
701	13602
701	13608
701	13612
701	13614
701	13621
701	13622
701	13624
701	13625
701	13626
701	13630
701	13633
701	13635
701	13638
701	13659
701	13676
701	13677
701	13678
701	13680
701	13689
701	13693
701	13694
701	13703
701	13707
701	13710
701	13713
701	13716
701	13717
701	13727
701	13730
701	13731
701	13740
701	13741
701	13743
701	13750
701	13753
701	13756
701	13762
701	13764
701	13765
701	13770
701	13776
701	13778
701	13779
701	13782
701	13784
701	13789
701	13793
701	13812
701	13813
701	13816
701	13817
701	13819
701	13824
701	13829
701	13830
701	13832
701	13833
701	13837
701	13848
701	13850
701	13851
701	13868
701	13873
701	13877
701	13880
701	13883
701	13887
701	13889
701	13894
701	13896
701	13898
701	13900
701	13905
701	13906
701	13915
701	13916
701	13925
701	13927
701	13930
701	13931
701	13933
701	13942
701	13947
701	13952
701	13954
701	13963
701	13967
701	13969
701	13973
701	13976
701	13983
701	13996
701	13997
701	14010
701	14016
701	14032
701	14034
701	14036
701	14037
701	14039
701	14047
701	14051
701	14062
701	14063
701	14067
701	14075
701	14082
701	14109
701	14114
701	14120
701	14124
701	14127
701	14133
701	14134
701	14139
701	14143
701	14148
701	14150
701	14151
701	14154
701	14158
701	14168
701	14194
701	14195
701	14196
701	14205
701	14219
701	14237
701	14244
701	14265
701	14276
701	14279
701	14290
701	14292
701	14294
701	14298
701	14299
701	14315
701	14325
701	14327
701	14329
701	14330
701	14341
701	14352
701	14356
701	14365
701	14379
701	14394
701	14397
701	14418
701	14439
701	14447
701	14462
701	14486
701	14506
701	14507
2914	1
2914	73
2914	80
2914	88
2914	97
2914	103
2914	114
2914	174
2914	209
2914	234
2914	237
2914	286
2914	293
2914	297
2914	568
2914	668
2914	683
2914	701
2914	1221
2914	1225
2914	1239
2914	1740
2914	1746
2914	1755
2914	1778
2914	1798
2914	1833
2914	2041
2914	2495
2914	2497
2914	2516
2914	2548
2914	2551
2914	2568
2914	2685
2914	2698
2914	2828
2914	2905
2914	2917
2914	3066
2914	3130
2914	3254
2914	3257
2914	3320
2914	3356
2914	3384
2914	3396
2914	3407
2914	3491
2914	3549
2914	3557
2914	3561
2914	3563
2914	3582
2914	3677
2914	3701
2914	3720
2914	3727
2914	3783
2914	3786
2914	3807
2914	3819
2914	3838
2914	3914
2914	3932
2914	3933
2914	3946
2914	3951
2914	3967
2914	3976
2914	4000
2914	4006
2914	4134
2914	4136
2914	4183
2914	4200
2914	4222
2914	4258
2914	4306
2914	4355
2914	4436
2914	4496
2914	4513
2914	4527
2914	4540
2914	4544
2914	4565
2914	4595
2914	4694
2914	4912
2914	4969
2914	5000
2914	5081
2914	5089
2914	5390
2914	5409
2914	5413
2914	5462
2914	5496
2914	5511
2914	5637
2914	5650
2914	5669
2914	5696
2914	5798
2914	6066
2914	6079
2914	6082
2914	6108
2914	6113
2914	6172
2914	6178
2914	6248
2914	6259
2914	6261
2914	6320
2914	6326
2914	6331
2914	6344
2914	6345
2914	6358
2914	6365
2914	6395
2914	6402
2914	6427
2914	6453
2914	6461
2914	6467
2914	6481
2914	6493
2914	6530
2914	6561
2914	6577
2914	6623
2914	6716
2914	6745
2914	6939
2914	6942
2914	6971
2914	6993
2914	7013
2914	7018
2914	7019
2914	7086
2914	7091
2914	7118
2914	7170
2914	7194
2914	7235
2914	7374
2914	7473
2914	7515
2914	7586
2914	7599
2914	7773
2914	7774
2914	7790
2914	7806
2914	7850
2914	7853
2914	7911
2914	7922
2914	7929
2914	7960
2914	7964
2914	7982
2914	8028
2914	8037
2914	8070
2914	8137
2914	8159
2914	9318
2914	10279
2914	10363
2914	10368
2914	10465
2914	10487
2914	10494
2914	10503
2914	10514
2914	10602
2914	10612
2914	10686
2914	10708
2914	10714
2914	10729
2914	10731
2914	10732
2914	10763
2914	10836
2914	10876
2914	10944
2914	10973
2914	11018
2914	11045
2914	11068
2914	11076
2914	11092
2914	11107
2914	11110
2914	11142
2914	11160
2914	11186
2914	11195
2914	11205
2914	11233
2914	11283
2914	11303
2914	11323
2914	11363
2914	11387
2914	11388
2914	11424
2914	11440
2914	11462
2914	11466
2914	11476
2914	11490
2914	11509
2914	11517
2914	11561
2914	11574
2914	11608
2914	11610
2914	11646
2914	11655
2914	11737
2914	11774
2914	11787
2914	11808
2914	11826
2914	11834
2914	11837
2914	11874
2914	11887
2914	11908
2914	11916
2914	11954
2914	11956
2914	11964
2914	12003
2914	12044
2914	12050
2914	12076
2914	12078
2914	12082
2914	12106
2914	12120
2914	12126
2914	12127
2914	12179
2914	12186
2914	12204
2914	12241
2914	12247
2914	12266
2914	12275
2914	13333
2914	13340
2914	13358
2914	13369
2914	13456
2914	13462
2914	13476
2914	13545
2914	13548
2914	13553
2914	13557
2914	13615
2914	13621
2914	13626
2914	13636
2914	13678
2914	13691
2914	13756
2914	13790
2914	13804
2914	13826
2914	13841
2914	13857
2914	13884
2914	14088
2914	14109
2914	14206
2914	14402
2914	14507
2828	1
2828	32
2828	33
2828	103
2828	174
2828	209
2828	226
2828	237
2828	286
2828	293
2828	297
2828	378
2828	513
2828	600
2828	683
2828	701
2828	715
2828	1221
2828	1239
2828	1668
2828	1740
2828	1746
2828	1872
2828	2041
2828	2497
2828	2516
2828	2548
2828	2551
2828	2685
2828	2914
2828	2917
2828	3066
2828	3257
2828	3300
2828	3320
2828	3356
2828	3407
2828	3491
2828	3549
2828	3557
2828	3561
2828	3563
2828	3720
2828	3786
2828	3789
2828	3840
2828	3847
2828	3856
2828	3914
2828	3951
2828	3967
2828	3976
2828	4000
2828	4006
2828	4183
2828	4200
2828	4313
2828	4323
2828	4436
2828	4513
2828	4527
2828	4540
2828	4544
2828	4550
2828	4555
2828	4565
2828	4637
2828	4694
2828	4768
2828	4908
2828	5000
2828	5006
2828	5097
2828	5413
2828	5462
2828	5496
2828	5511
2828	5646
2828	5650
2828	5669
2828	5673
2828	5693
2828	5696
2828	5705
2828	5726
2828	5727
2828	5756
2828	6066
2828	6079
2828	6082
2828	6113
2828	6123
2828	6172
2828	6200
2828	6245
2828	6259
2828	6261
2828	6345
2828	6365
2828	6368
2828	6395
2828	6402
2828	6405
2828	6425
2828	6453
2828	6461
2828	6467
2828	6660
2828	6716
2828	6902
2828	6921
2828	6939
2828	6992
2828	7011
2828	7014
2828	7018
2828	7194
2828	7397
2828	7473
2828	7911
2828	7922
2828	7960
2828	8018
2828	8175
2828	10244
2828	10944
2828	11285
2828	11388
286	1
286	174
286	209
286	293
286	297
286	517
286	568
286	668
286	701
286	702
286	790
286	1136
286	1273
286	1290
286	1673
286	1740
286	1746
286	1755
286	1800
286	1836
286	1889
286	1891
286	1897
286	1899
286	1901
286	1903
286	2041
286	2110
286	2116
286	2134
286	2497
286	2516
286	2548
286	2551
286	2685
286	2819
286	2828
286	2914
286	3220
286	3292
286	3302
286	3304
286	3324
286	3327
286	3333
286	3356
286	3407
286	3491
286	3549
286	3561
286	3847
286	3914
286	3951
286	4000
286	4006
286	4200
286	4436
286	4540
286	4544
286	4553
286	4565
286	5388
286	5459
286	5474
286	5606
286	5696
286	6066
286	6113
286	6172
286	6205
286	6879
286	7170
286	8297
286	8771
286	9057
286	9208
286	12301
286	12424
286	12430
286	12472
286	13987
293	1
293	3
293	16
293	25
293	31
293	38
293	43
293	45
293	50
293	68
293	103
293	114
293	145
293	160
293	174
293	188
293	195
293	209
293	217
293	226
293	237
293	286
293	291
293	292
293	297
293	377
293	378
293	513
293	568
293	600
293	668
293	683
293	693
293	701
293	1103
293	1239
293	1275
293	1740
293	1746
293	1800
293	1829
293	1842
293	1852
293	2041
293	2497
293	2505
293	2548
293	2551
293	2603
293	2640
293	2685
293	2828
293	2914
293	2917
293	3128
293	3152
293	3257
293	3320
293	3354
293	3356
293	3380
293	3407
293	3424
293	3426
293	3428
293	3429
293	3431
293	3491
293	3506
293	3549
293	3561
293	3563
293	3671
293	3720
293	3786
293	3847
293	3932
293	3951
293	3967
293	4000
293	4006
293	4136
293	4183
293	4200
293	4323
293	4436
293	4513
293	4540
293	4544
293	4550
293	4565
293	4969
293	5006
293	5409
293	5462
293	5496
293	5511
293	5646
293	5650
293	5696
293	5719
293	6079
293	6081
293	6113
293	6172
293	6200
293	6259
293	6261
293	6365
293	6395
293	6402
293	6405
293	6406
293	6427
293	6453
293	6461
293	6509
293	6660
293	6716
293	6939
293	7018
293	7066
293	7170
293	7194
293	7374
293	7539
293	7610
293	7922
293	7960
293	8011
293	8175
293	10702
293	10764
293	11039
293	11135
293	11422
293	11423
293	11537
293	11678
293	14101
3561	1
3561	52
3561	114
3561	145
3561	167
3561	174
3561	209
3561	237
3561	278
3561	286
3561	293
3561	297
3561	513
3561	555
3561	568
3561	577
3561	600
3561	668
3561	701
3561	715
3561	721
3561	1221
3561	1226
3561	1239
3561	1241
3561	1249
3561	1251
3561	1312
3561	1673
3561	1691
3561	1746
3561	1767
3561	1800
3561	1833
3561	1906
3561	1916
3561	1968
3561	1975
3561	2041
3561	2276
3561	2497
3561	2516
3561	2548
3561	2551
3561	2561
3561	2578
3561	2685
3561	2707
3561	2828
3561	2856
3561	2899
3561	2911
3561	2914
3561	2918
3561	3081
3561	3147
3561	3239
3561	3257
3561	3292
3561	3356
3561	3368
3561	3379
3561	3392
3561	3404
3561	3405
3561	3407
3561	3458
3561	3491
3561	3502
3561	3508
3561	3549
3561	3561
3561	3563
3561	3564
3561	3599
3561	3614
3561	3625
3561	3655
3561	3662
3561	3699
3561	3700
3561	3701
3561	3703
3561	3728
3561	3770
3561	3790
3561	3801
3561	3814
3561	3828
3561	3831
3561	3833
3561	3846
3561	3914
3561	3931
3561	3932
3561	3951
3561	3967
3561	3994
3561	3998
3561	4006
3561	4043
3561	4057
3561	4129
3561	4134
3561	4136
3561	4181
3561	4200
3561	4208
3561	4230
3561	4243
3561	4261
3561	4271
3561	4279
3561	4281
3561	4291
3561	4293
3561	4295
3561	4373
3561	4393
3561	4436
3561	4459
3561	4513
3561	4540
3561	4544
3561	4550
3561	4565
3561	4574
3561	4637
3561	4651
3561	4669
3561	4670
3561	4694
3561	4722
3561	4733
3561	4750
3561	4755
3561	4761
3561	4765
3561	4787
3561	4788
3561	4799
3561	4908
3561	4926
3561	4947
3561	5000
3561	5006
3561	5024
3561	5049
3561	5054
3561	5056
3561	5078
3561	5093
3561	5389
3561	5391
3561	5400
3561	5416
3561	5425
3561	5466
3561	5483
3561	5486
3561	5536
3561	5556
3561	5617
3561	5651
3561	5652
3561	5668
3561	5683
3561	5694
3561	5696
3561	5698
3561	5713
3561	5736
3561	5742
3561	5743
3561	5760
3561	5779
3561	5789
3561	5790
3561	6057
3561	6061
3561	6076
3561	6079
3561	6081
3561	6086
3561	6095
3561	6113
3561	6118
3561	6127
3561	6130
3561	6147
3561	6159
3561	6163
3561	6172
3561	6195
3561	6221
3561	6225
3561	6243
3561	6250
3561	6258
3561	6259
3561	6295
3561	6296
3561	6304
3561	6306
3561	6307
3561	6309
3561	6311
3561	6312
3561	6337
