42;22,62.163403,28,63.621684,23,67.984746,5,68.033657,17,68.775516,29,69.063384,21,69.141604,1,69.359181,31,69.391474,25,69.808878,13,69.939913,27,69.952481,12,70.095285,16,70.402027,3,70.422489,19,70.588014,7,70.635514,9,70.692069,18,70.765439,20,70.837220,15,71.178516,30,71.230832,6,71.300580,8,71.720143
43;5,80.307300,4,84.331668,14,84.362063,0,84.587238
44;11,24.784176,26,25.085796,30,25.205024,21,25.474184,31,25.553512,24,25.707483,27,25.751303,29,26.318709,25,27.311318,7,27.357292,15,27.637363,20,27.783538,6,28.596007,5,28.640998,3,28.660287,16,30.885042,13,30.926192,9,34.562350,18,34.755730
45;1,47.643180,19,48.384759,13,49.072478,24,49.726661,21,50.328927,9,50.858023,31,50.943056,18,51.366016,27,52.456887,30,53.254085,3,54.180041,15,54.392292,7,54.957429,5,55.438126,6,56.985078
46;30,38.931417,15,39.445022,21,39.713296,31,39.912123,7,40.420611,27,40.471995,29,40.943959,3,41.227923,13,41.986707,24,42.638760,25,42.928274,5,43.380781,20,44.116322,4,44.367728,14,44.638830,16,45.166004,0,45.618544,9,46.731794,6,47.025068,18,47.615615,1,48.074950
47;27,20.325033,25,20.649888,16,20.763974,3,21.233234,24,21.397171,30,21.582821,21,21.617363,15,22.012837,31,22.049307,7,22.687961,5,22.830627,13,23.203552,6,23.649731,20,25.084728,9,26.845396,1,26.944975,19,26.983447,18,29.082895
48;8,2.837518,28,7.322093,23,8.463117,22,8.482371,1,11.943709,27,12.143802,19,12.340281,25,12.707626
49;23,90.167350,22,90.429893,27,90.878512,28,90.882221,3,90.957110,24,91.535473,1,91.594308,30,92.360731,5,92.485124,19,92.693433,21,92.784734,25,92.966906,31,93.590816,16,93.941562,13,94.193495,9,94.195540,18,94.303985,17,97.478929,7,98.129297,6,98.174918
50;26,42.649741,30,43.380558,21,43.497344,15,43.657144,31,43.847748,29,44.118633,7,44.153707,5,44.568316,20,45.404149,27,46.737306,3,47.021415,25,47.643262,6,48.021060,16,48.376330,24,49.259467
51;11,14.202103,26,14.624641,30,15.319739,24,15.356156,21,16.241312,31,16.797118,7,17.542399,27,18.139943,25,18.271945,3,18.971115,6,19.102949,16,19.263411,5,20.799305
52;14,94.748678,4,94.872016,0,99.718532
53;14,41.031304,4,44.848984,0,46.573888
54;31,13.118853,29,13.310296,7,13.703179,5,14.550869,27,15.048565,6,15.126164,30,15.151983,24,15.682892,3,15.925959,21,16.403028,15,16.627538,20,16.919657,25,19.736274,4,19.836564,14,20.055391,0,20.408131,16,20.520471
55;21,88.564837,31,89.998526,27,90.544220,3,90.597752,7,90.953162,15,91.073192,29,91.312743,6,92.025732,25,92.290210,20,94.230311,5,94.729522,24,95.249566,30,95.592064,16,95.922919
56;4,7.106357,0,7.189402,14,7.621174
57;18,36.533903,30,37.158016,21,38.142799,31,38.759937,7,38.848340,29,39.540304,27,40.302908,15,40.974607,3,41.108488,6,41.562638,20,42.098677,25,45.622463,5,45.763360,16,45.796025
58;4,25.305736,14,25.586505,0,26.829428
59;1,13.510937,13,14.808164,31,14.858993,19,15.391146,7,15.873299,6,15.943153,5,16.148723,29,16.169694,27,17.139488,9,17.255560,25,17.706027,16,17.739974,20,17.824068,21,17.888364,18,18.081830,3,18.158285,30,18.259457,15,19.078818,4,21.223869,14,21.251152,0,22.172737
60;13,45.530728,9,46.648202,31,47.207546,7,47.293935,27,47.443024,25,47.671372,29,48.260645,6,48.268938,24,48.351166,16,48.402708,20,48.454070,18,49.024737,1,49.095627,21,49.241410,19,49.263042,30,49.354274,3,49.895128,5,50.247432
61;12,34.952414,8,36.208401,28,37.565635,23,41.330198,22,41.882858,27,41.945199,3,42.228394,1,42.524409,19,42.714132,25,43.342470,16,43.410243,13,43.581318,31,43.892072,29,44.430132,30,44.431340,7,44.576975
62;17,45.230017,25,45.600044,16,47.195782,29,47.333075,15,48.864887,24,49.223191,21,49.484218,31,49.877782,7,50.278246,27,50.605427,6,51.038040,30,52.534480,5,52.650998,3,54.234466
63;10,80.894459,18,80.997865,30,81.711554,3,81.945087,21,85.801534,31,85.833903,27,86.811297,15,87.079373,7,87.304367,6,88.194372,5,88.294965,29,89.895202,25,90.096768
64;24,93.167440,21,94.495426,31,94.873837,27,95.115509,3,95.575751,7,95.881381,25,96.291720,30,96.387544,5,96.616156,16,97.049358,6,98.559294,15,98.565997
65;21,65.164606,31,65.533968,7,65.554227,5,65.810354,27,66.002974,3,66.104875,6,66.117372,24,66.297133,25,66.667902,30,67.744326,16,67.992870,29,70.025722,20,70.045492,13,70.528663,4,72.645600,14,72.683813,9,72.992553,18,73.016862,1,73.805993,19,74.251860
66;26,21.524838,30,23.601812,21,24.243950,31,25.249719,29,25.499029,27,25.709481,3,25.790658,15,26.229092,25,26.332183,24,26.944598,16,27.014202,20,28.000613,7,28.413101,6,28.528409
67;16,67.959237,15,68.832554,24,72.812030,21,74.304146,31,74.367797,7,74.522929,27,74.657695,5,74.681666,25,74.976435,6,75.094455,30,76.303361,3,76.509298
68;18,90.892189,30,93.273337,21,94.111792,31,94.342765,29,95.058132,27,96.320518,20,96.786376,3,96.970347,25,97.422130,16,98.010012,24,98.415685,7,98.745530,5,98.775312,6,98.946926
69;24,25.012559,21,25.373386,31,26.786296,7,27.084099,27,27.785919,30,28.097452,3,28.610636,6,28.733678,13,28.949791,5,29.031709,25,29.092074,16,29.525297,9,29.743845,18,30.385183,1,31.115158,19,31.370271,20,31.416452,15,33.308254
70;4,86.085984,14,86.526052,0,92.216939
71;22,47.126233,28,47.773063,23,49.302374,27,50.117498,17,50.163481,29,50.230535,24,50.317285,25,50.916071,30,51.055859,21,51.063386,3,51.297634,31,51.695237,16,51.804065,5,52.302181,7,52.361655,1,52.790419,13,52.842040,20,53.273608,19,53.373160,9,53.402238,15,53.694519,6,53.792581,18,54.621361
72;31,50.595588,7,50.625655,6,50.846757,24,50.852930,29,51.190810,21,51.266219,20,51.372207,27,52.970971,15,52.998504,25,53.491416,16,54.091958,3,55.287204,5,56.278586,13,58.865358
73;26,81.756148,30,85.336551,15,86.350573,21,88.384426,31,88.429193,7,89.305830,5,90.092108,27,90.294535,3,90.594364,6,90.662921,13,91.714883,29,91.720115
74;7,75.584353,5,76.079686,6,77.576719,4,77.944442,24,78.478464,0,78.484268,14,78.710318,13,80.401865,21,80.638092,31,81.278115,20,81.314329,27,81.781578,3,82.863061,25,85.275013,30,85.302335,16,85.454589
75;28,46.224498,23,55.911789,22,55.932584,1,55.992481,27,56.018292,3,56.161272
76;13,95.136745,31,96.583842,7,97.150671,29,97.632155,20,98.247311,27,98.320108,30,98.517160,3,98.729856,25,98.762184,24,99.133836,5,99.405274,21,99.561729,16,99.954018
77;7,63.273870,6,63.369385,5,64.652238,24,65.268530,21,65.309702,20,65.444403,31,66.554234,27,66.637265,3,67.026011,4,67.142686,25,67.249490,14,67.570686,15,67.758748,16,67.779017,0,67.878722,30,70.239853
78;4,43.933032,14,44.148874,0,44.149305
79;28,82.469739,23,85.848771,17,86.115914,29,86.506180,27,86.538798,15,86.736872,30,87.145534,25,87.407393,22,87.466554,21,87.519314,20,87.545160,24,88.017450,16,88.250491,1,88.662937,31,89.448591,3,89.639219,19,90.257393,7,90.620690,5,90.788885,13,92.053612,6,92.116445
80;13,68.898091,9,70.143104,31,70.476375,7,70.694557,1,70.745009,5,70.794202,18,70.795388,27,71.133041,3,71.549839,15,71.968524,30,72.033341,25,72.403639,6,72.448426,20,72.760569,16,72.867589,29,72.902043,21,73.688700,19,75.903270
81;9,70.220665,18,70.994608,1,71.308112,19,71.663078,30,72.413031,21,72.762379,31,74.849070,27,75.088374,3,75.290543,15,75.390932,25,76.657794,7,76.696857,5,76.943112,24,77.029824,16,77.382586,29,77.879596,6,79.210533,20,79.538456
82;16,98.714550,15,99.934745
83;17,85.126967,25,85.881428,16,85.914086,29,85.928257,15,86.557772,24,87.652034,20,87.907375,21,88.011199,31,88.720193,27,90.134764,3,90.523686,30,91.008051,7,92.928142,5,93.700142,6,93.874011
84;1,28.931620,19,32.080153,13,32.336166,31,32.578558,27,32.802646,9,33.110706,29,33.554071,21,33.564010,3,33.618672,7,33.785073,5,33.894714,6,34.192703,30,34.397918,15,34.404397,20,35.009863,18,36.554318,25,37.892209,16,38.166287
85;11,53.742574,26,54.564734,24,55.106000,21,55.333769,31,55.734984,27,55.741650,30,55.869125,3,56.049985,7,56.826270,25,57.170093,15,57.651759,16,58.223657,6,58.400307,20,58.958920,5,60.711130
86;7,51.443467,5,51.864048,6,53.226660,24,55.327012,21,55.622761,31,57.694116,20,58.475594,27,58.948177,3,59.598290,25,60.824616
87;24,10.343393,21,10.400441,31,10.955651,27,11.325576,3,11.458300,30,12.303318,7,12.571054,5,12.748934,6,13.701697,13,13.797792,15,13.950753,4,14.809841,14,15.327545,20,15.378887,0,16.140853,25,17.049058,9,17.201480,16,17.749255,18,18.547256
88;2,41.402848,0,42.083693
89;6,57.671664,20,57.974676,7,59.398227,5,59.455912,4,60.809567,24,60.819529,14,62.404255,0,62.733454,21,63.545457,31,63.635749,27,64.291734,15,64.322589,25,64.330823,3,64.349561,16,64.567228,30,65.151741
90;10,87.656572,3,87.865360,18,88.073318,30,90.235462,21,90.535345,31,90.545128,7,90.699819,29,91.160818,27,91.338660,25,91.673392,16,91.748194,15,92.313944,6,92.557588,24,94.419016,5,95.717499
91;31,44.003866,27,44.861620,3,45.370124,7,46.978599,6,47.453679,20,47.533245,30,47.861467,25,47.928201,16,48.234554,29,49.495908,21,49.706649,15,51.874968
92;13,72.974768,9,73.248548,1,73.636185,19,74.634372,31,75.023814,29,75.669791,27,76.149649,20,76.153639,21,76.173485,15,76.423417,30,76.966031,24,77.484606,7,77.555854,6,77.611555,3,77.739146,5,79.869417,18,80.681381
93;12,71.564233,8,73.487444,28,73.590491,23,79.980093,1,80.107497,17,80.726780,29,80.942990,25,81.492915
94;11,80.072033,24,81.868385,21,82.112656,26,82.412348,31,82.471285,7,83.565929,6,83.757059,13,84.051884,5,85.056167,20,85.503198,27,85.744207,30,85.749065,3,86.060436,25,86.112804,15,86.117687,9,86.311548,16,86.351550,1,86.462565,4,88.191288,19,88.708796,18,88.776417,14,88.872193
95;17,74.171590,25,74.734565,29,75.929277,16,75.986341,24,76.514999,21,76.690833,31,78.291744,27,78.486116,3,78.943322,7,79.712880,6,80.117511,20,80.179671,30,81.519155,5,83.608517
96;26,1.909240,30,4.031171,15,4.371728,21,4.756146,31,6.684926,27,6.787666,3,6.852182,25,7.609414,7,8.591284,16,9.245289,6,9.573290,24,9.752171,5,11.317444,29,11.616984
97;16,88.603112,24,88.937311,21,90.758568,31,93.131117,27,93.391239,3,93.406311,30,93.692118,7,93.875659,6,94.496262,25,94.829702,15,95.132603
98;10,52.498741,18,53.828710,3,56.516214
99;4,46.332273,14,49.549923,0,50.708772
100;21,6.519387,31,7.179650,7,7.796368,27,8.110743,3,8.118228,6,8.323909,5,9.558971,24,9.820764,30,9.839808,13,9.890153,29,10.657274,15,11.073610,25,13.850300,16,13.977080,9,15.499481
101;29,71.342232,20,72.409316,21,73.928373,31,74.612120,27,75.037543,25,75.094112,15,75.322920,16,75.432061,3,75.521460,7,76.469535,6,76.662251,5,77.650696,24,78.600502,30,80.751721
102;13,48.894316,9,49.025624,31,49.720702,18,50.181680,27,50.204413,30,50.352485,1,50.373932,29,51.191964,25,51.234305,21,51.412846,7,52.340569,3,52.735989,16,53.086611,19,53.206846,6,53.501756,24,53.552218,20,53.973342,5,54.418097
103;29,66.767907,20,66.773227,21,73.703718,31,75.986430,27,76.170452
104;24,68.204912,21,68.543313,31,69.346151,27,69.690512,7,69.767910,3,69.825524,5,70.013193,29,70.267757,13,70.413141,6,70.450607,25,71.273436,15,71.617617,20,72.170194,16,72.391204,4,72.731056,14,73.183341,9,73.232410,18,73.379791,1,73.854494,30,75.073416,19,78.138726
105;29,19.955475,21,22.778220,31,23.842842,27,23.845027,3,24.069681,7,24.272691,15,24.725733,25,24.780474,24,25.172300,5,26.352374,6,26.675700,13,27.146527,20,27.284313,9,27.648638,1,27.763302,18,28.006416,30,28.249144,19,28.568678,16,29.708796
106;17,91.663390,29,91.865474,21,92.550812,20,92.657218,31,92.891035,25,92.915670,16,93.375310,7,93.491930,6,93.583428,5,93.593611,24,93.731043,27,93.974995,30,94.159306,15,94.307459,3,96.059331,13,98.061006
107;10,86.588267,18,87.120754,30,87.193042,21,87.547295,31,87.766530,27,88.536411,3,88.970545,25,89.608571,16,89.675854,15,90.445072,7,90.801846,6,91.156393,24,91.228380,29,91.323769,20,91.574009,5,91.796535,13,93.066750,9,94.514927,1,95.572227,19,95.720437
108;7,89.001868,5,89.186270,13,89.314574,31,89.857890,6,89.877732,27,89.889780,30,89.930013,15,90.017058,3,90.411188,24,90.732445,9,90.750049,29,90.767527,25,90.845705,21,90.955341,1,91.055678,16,91.950235,20,92.023933,19,92.161631,18,92.586709,4,98.289765
109;24,13.919500,21,15.519932,31,15.860997,7,16.561700,27,16.669966,25,16.886852,16,17.325736,30,17.726391,3,17.774330,6,17.896188,5,19.480665,15,21.312569,13,22.644290,9,22.823524,18,23.369978
110;9,45.034744,18,45.524642,30,46.933296,15,47.359010,21,47.843774,13,48.115349,31,48.669622,27,48.873364,3,48.923123,7,48.952011,24,49.459329,6,49.542332,1,49.734115,20,49.761797,25,50.056999,5,50.102073,16,50.583507,19,51.008321,29,52.515038
111;1,44.602343,13,45.217215,19,45.733545,31,47.118587,27,47.458397,3,47.611180,24,47.688463,7,47.816370,29,47.818012,21,47.953273,15,47.970781,6,48.124919,25,48.780419,16,49.133365,5,49.220141,20,49.290039,9,51.010620,30,52.632611,18,52.856949
112;9,51.465946,18,52.201926,1,52.350256,30,53.481016,24,54.014057,19,54.140386,21,54.954234,31,55.598888,27,56.667249,3,56.795531,25,57.045632,7,58.896944,16,60.564711,6,60.854401,5,61.041724
113;6,88.150412,7,88.883820,24,89.490097,20,90.219238,5,91.641944,21,95.252632,31,95.498738,27,95.539035,3,95.922593,25,96.158381,16,96.301456,30,97.023552
114;21,43.972556,31,45.604909,27,46.375839,3,46.710253,15,47.592772,25,47.743837,7,47.777919,16,47.976093,5,48.188841,24,48.671224,30,50.692470,13,51.100273,29,51.101369,20,51.521208,6,52.144830,4,53.530988
115;6,46.753178,24,47.253908,7,47.436588,20,47.491173,21,48.483669,13,48.771598,31,49.116932,27,49.190735,3,50.030476,9,50.424881,25,50.531657,5,50.739822,18,50.740423,1,50.747294,19,51.001892,16,51.236150,15,51.606353,30,51.711128,4,53.831684,0,55.231118,14,55.746959
116;9,80.664992,18,80.719938,30,80.831026,21,80.860150,13,80.915314,31,81.935102,27,82.101545,1,82.126676,25,82.225358,19,82.738219,7,82.893737,16,82.947592,6,82.950027,5,83.136791,3,83.252246,15,83.275329,20,83.966253,29,84.216209,24,85.530225
117;18,36.515806,30,37.547898,21,38.043693,31,38.385156,7,38.498782,27,38.657070,29,38.828619,13,38.928179,5,39.861067,24,39.882246,25,40.290221,6,40.524390,20,41.419679,16,41.688054,9,41.840353,1,42.463532,3,43.405570,19,43.866406,4,44.944760,14,45.790412
118;7,21.151896,6,21.254275,20,21.280928,5,21.319581,4,21.537710,0,21.677444,14,21.795812,24,22.120241,21,22.507329,31,23.839571,29,25.118069,27,25.341584,3,25.702825,13,27.571490,9,28.008922,1,28.286066,30,29.226616,15,29.548955,19,29.809956,18,30.024065
119;26,15.360448,30,15.589608,21,15.990429,31,16.120408,7,16.314678,29,17.359203,6,17.839510,20,17.959571,27,18.482577,3,18.579123,24,19.047558,5,20.429414,25,22.195401,16,22.369995,4,22.542403,0,22.735954,15,23.219853,14,23.459558
120;1,61.635037,13,63.477712,31,64.173211,19,64.706718,7,64.709599,27,64.921507,30,65.398278,29,65.643241,3,65.999856,6,66.038399,21,66.046718,24,66.388420,20,67.060603,9,67.809774,25,68.136782,16,68.421721
121;7,0.059504,6,1.210076,13,1.261897,31,1.263634,24,1.375849,5,1.445499,29,1.867786,21,1.922166,20,1.984291,27,2.004181,25,2.082057,3,2.573723,16,3.169583,30,4.449940,9,7.295187,1,8.010243,18,8.488579,19,9.326597
122;24,0.087900,21,1.793170,31,3.478665,7,3.664522,6,4.005550,27,4.147038,20,4.436339,3,5.044998,25,5.470820,16,5.677903,5,5.889610,15,9.679503,30,10.023766
123;9,77.335202,1,78.289150,18,78.382492,30,78.526993,13,78.959279,19,79.880040,21,80.774935,31,80.883635,29,81.147515,27,81.635946,20,81.956012,3,82.401759,25,82.426095,16,83.418445,7,84.491314,6,85.181519,5,85.455497,12,86.139498,8,87.292597
124;6,72.733499,24,72.748994,20,73.518389,7,76.038157,21,76.670189,31,77.782441,5,78.203758,27,78.317534,25,78.465002,16,78.645592,3,78.716734,15,80.495719,30,81.431683,13,82.040785
125;1,31.917759,13,32.746321,19,33.602739,31,33.790229,27,35.134202,3,35.682697,7,35.838501,6,35.981594,29,36.046578,5,36.296342,20,36.548639,25,37.209943,4,37.493148,16,37.524022,14,37.977148,0,38.153567,21,38.462480,30,40.536467
126;25,68.056198,16,68.122482,15,69.797021,24,71.626074,21,73.752659,31,74.211159,27,75.834456,7,76.500611,6,77.572365
127;31,20.526188,27,20.868523,7,21.265993,6,21.364403,13,21.962271,5,23.233924,24,23.406938,29,23.444707,21,23.631916,3,23.683788,30,24.150384,20,25.211677,9,26.464740,18,26.853629,25,27.308076,1,28.208569,15,28.716836,19,29.678037
128;24,83.641988,21,83.852627,31,85.580593,27,85.623252,29,85.742557,20,86.123350,25,86.684372,3,86.808198,15,87.189104,30,88.940006,16,90.214002,7,90.759835,5,91.047305,6,91.608730
129;10,82.870795,3,83.022935,18,83.482229,30,83.822763,21,84.707163,31,86.355158,27,87.583547,29,88.129936,20,88.937753,7,89.233720,6,89.422999,15,90.462451,24,90.903176,25,91.554723,16,91.813351,5,92.152952
130;10,62.957184,18,63.553578,3,65.067032,30,65.875531,15,66.303280,21,67.547079,31,68.360889,7,69.076420,6,69.331841,20,69.495901,27,70.126068,25,70.527270,24,71.047213,16,71.253197,5,71.909468,13,72.548598
131;9,21.385218,18,22.180109,30,25.569302,1,26.363886,15,26.778661,19,27.546912
132;24,21.354680,21,21.446048,31,24.465962,7,25.306299,6,25.611551,27,25.664456,20,25.747424,5,26.007830,25,26.516543,15,26.557882,16,26.587744,4,27.632010,3,27.692434,30,28.194197,13,29.931113,14,30.271054
133;9,8.106080,1,8.448105,13,8.575035,19,9.456663,18,9.509019,24,9.871606,31,9.896396,27,10.641344,25,10.771550,21,10.951596,16,11.017338,30,11.493057,3,11.731107,15,12.739901
134;8,38.882324,28,41.164430,23,44.424495,17,44.569167,5,44.662513,22,45.072755,25,45.465980,29,46.704219,20,46.810037,1,47.420009,27,47.442005,13,47.464240,3,47.469870,15,48.238570,16,48.692777
135;23,95.215967,22,95.534515,1,95.756437,27,96.206214,15,96.263522,19,96.298141,13,96.400095,17,96.691807,28,96.771544,3,96.777336,31,96.932784,9,98.076326,18,98.366977,7,99.236487,30,99.378424,21,99.613799,6,99.661170
136;12,94.754506,8,97.953716,28,98.594930,23,99.943697
137;7,38.985359,5,40.260136,6,41.442955,24,42.478337,13,42.782633,31,42.966787,27,43.126766,29,43.197078,3,43.252983,20,43.885845,30,43.903370,9,44.650136,1,44.927111,21,44.944942,25,46.121482,18,46.516870,15,46.777103,19,47.056328,16,47.878041
138;21,26.921474,31,28.355115,29,28.392321,27,28.698412,7,28.798309,25,28.876351,16,29.027278,20,29.223047,5,29.624855,6,30.551436,3,30.718074,24,31.241893,30,34.111940,4,34.824148,13,35.276597,14,35.605815,9,36.401602
